Primer		Frequency	Coverage (wrt taxa with accs)
EUKA_0_14        	 503 	 0.5026 (479/953)
24555f6837b9651f 	 440 	 0.4313 (411/953)
94fec7287dfaceca 	 440 	 0.4313 (411/953)
3d5ac236a94d840c 	 430 	 0.4124 (393/953)
19aa671408e9f342 	 430 	 0.4124 (393/953)
bef0f2de53d444ca 	 429 	 0.4208 (401/953)
e381beca073e00ed 	 429 	 0.4208 (401/953)
7ced99bc8d5323b3 	 423 	 0.4145 (395/953)
7a8709323167f7f  	 423 	 0.4145 (395/953)
d3575043bcd4e960 	 422 	 0.4134 (394/953)
f0372506e5daf26e 	 422 	 0.4134 (394/953)
b219882cccccea15 	 394 	 0.4019 (383/953)
EUK14            	 393 	 0.3945 (376/953)
8d14274d691d15e5 	 393 	 0.4008 (382/953)
cdd6d4cea2bf8b29 	 393 	 0.4008 (382/953)
cce22a01d74086cd 	 392 	 0.3998 (381/953)
cb6c82029453de6a 	 378 	 0.382 (364/953)
3f5cf75c676e7ecf 	 375 	 0.3788 (361/953)
aa240ee7111c973c 	 366 	 0.3694 (352/953)
9d650982daedd7ea 	 366 	 0.3694 (352/953)
90f061f62de55a43 	 366 	 0.3694 (352/953)
4eb316cae96b8da0 	 360 	 0.3631 (346/953)
d71b5aafb25a8f8b 	 360 	 0.3631 (346/953)
35845655d3b70b97 	 360 	 0.3631 (346/953)
b648764b53546e0b 	 357 	 0.3179 (303/953)
8126a1ddf87b217e 	 356 	 0.3169 (302/953)
709769ac795ff287 	 332 	 0.2928 (279/953)
382a6c2b73e9f8ac 	 332 	 0.2928 (279/953)
6fe81419dcd2b779 	 332 	 0.2928 (279/953)
6d1b3559fb6028f  	 331 	 0.32 (305/953)
7f30a1edfd2894a5 	 330 	 0.3316 (316/953)
b6732a67d4059789 	 328 	 0.3295 (314/953)
38d2f61cab8041ad 	 327 	 0.2875 (274/953)
39745e940895b9e6 	 327 	 0.2875 (274/953)
35050c2634d666c7 	 326 	 0.2865 (273/953)
b08d45a4009f5bce 	 324 	 0.2875 (274/953)
d2ed743e6e35227d 	 323 	 0.2865 (273/953)
c5d82636863e8225 	 317 	 0.3211 (306/953)
61e9a893adb27196 	 301 	 0.2718 (259/953)
bd0cdad9d7694e4e 	 298 	 0.2707 (258/953)
2b93165c9f7ecd03 	 297 	 0.2697 (257/953)
3994323247503957 	 292 	 0.2875 (274/953)
1a5458f224e152f9 	 288 	 0.2844 (271/953)
1508aae8f3978ecd 	 288 	 0.2844 (271/953)
886bf4a2940d34c9 	 288 	 0.2844 (271/953)
2e3a82d8c6d3170  	 288 	 0.2844 (271/953)
6e9048139448c23d 	 288 	 0.2844 (271/953)
2e6b6ff25104284a 	 283 	 0.2718 (259/953)
ccff7f751a601946 	 276 	 0.2802 (267/953)
342e14dad32c1675 	 271 	 0.2749 (262/953)
fb387c42048cd429 	 271 	 0.2749 (262/953)
a753f2c4d0891ab3 	 257 	 0.2613 (249/953)
CERC             	 228 	 0.2288 (218/953)
nSSU             	 146 	 0.149 (142/953)
EUK15_3_2        	 4 	 0.0042 (4/953)
SSU_1_0          	 2 	 0.0021 (2/953)
EUKA_0_6         	 1 	 0.001 (1/953)
EUKA_0_12        	 1 	 0.001 (1/953)
EUK15_1_0        	 1 	 0.001 (1/953)
