Primer		Frequency	Coverage (wrt taxa with accs)
24555f6837b9651f 	 860 	 0.1603 (742/4630)
EUK15_1_0        	 848 	 0.1633 (756/4630)
e381beca073e00ed 	 846 	 0.1572 (728/4630)
7ced99bc8d5323b3 	 844 	 0.1568 (726/4630)
d3575043bcd4e960 	 844 	 0.1568 (726/4630)
EUK14            	 821 	 0.1609 (745/4630)
SSU_1_0          	 819 	 0.157 (727/4630)
5f5fdc94bf3f7db4 	 780 	 0.1438 (666/4630)
7562645e5194d2b1 	 779 	 0.1436 (665/4630)
a68d87b891ce7d9c 	 778 	 0.1434 (664/4630)
ef4c3d900e458acf 	 763 	 0.1581 (732/4630)
20029181f727860d 	 757 	 0.1395 (646/4630)
a27371447d1ac0fd 	 743 	 0.1536 (711/4630)
d1112f27d3fbfce1 	 739 	 0.1531 (709/4630)
ba79f80853b44f1b 	 738 	 0.1529 (708/4630)
5a4bd682421584d7 	 737 	 0.1527 (707/4630)
cc5c3c87d6dee97e 	 735 	 0.1523 (705/4630)
c6acd67e41a056f9 	 728 	 0.151 (699/4630)
272fd35e89ef26de 	 719 	 0.1488 (689/4630)
c4080eb16cb14b48 	 717 	 0.1484 (687/4630)
a9a0c9ff27322555 	 716 	 0.1482 (686/4630)
d90e133cfe247ad5 	 693 	 0.1387 (642/4630)
e0326122b1208e06 	 663 	 0.1214 (562/4630)
dafa03c69bbb9fe2 	 638 	 0.1266 (586/4630)
801cefd3e95f1ade 	 634 	 0.1272 (589/4630)
413e8cc8e71c92f6 	 633 	 0.127 (588/4630)
84b1e114ab9d884b 	 633 	 0.127 (588/4630)
5001accf8bb0c06d 	 633 	 0.127 (588/4630)
7dc07051ac37bcbf 	 619 	 0.1132 (524/4630)
6673211ede278445 	 616 	 0.1125 (521/4630)
9084d622584fc179 	 611 	 0.1117 (517/4630)
4a4cade18218f8a3 	 591 	 0.1076 (498/4630)
fb6236b8d42cd5fd 	 590 	 0.1186 (549/4630)
eefa1b24c886f228 	 590 	 0.1073 (497/4630)
27c4989889ca877f 	 587 	 0.1067 (494/4630)
1262d2cbdf689cb6 	 583 	 0.1175 (544/4630)
1f3e7bd932c54c5  	 582 	 0.1173 (543/4630)
1480aeb6389bf083 	 582 	 0.1173 (543/4630)
b43f6150c4a7a806 	 580 	 0.1168 (541/4630)
6d55a93717fe76f3 	 579 	 0.1166 (540/4630)
9297428b83e33818 	 570 	 0.103 (477/4630)
33d0cd301cc2d5f6 	 570 	 0.103 (477/4630)
eb3a6060e99056dd 	 570 	 0.103 (477/4630)
19d20f51472dc061 	 568 	 0.1026 (475/4630)
6d5295cae5153bfd 	 568 	 0.1026 (475/4630)
ab4c41a87225da53 	 568 	 0.1026 (475/4630)
120b00559b88cfad 	 568 	 0.1026 (475/4630)
5d0cc072ff2ebbf5 	 567 	 0.1024 (474/4630)
cbf5bd7b55ee605  	 480 	 0.0987 (457/4630)
77e74e0f9b1cc0c1 	 478 	 0.0983 (455/4630)
facb2e3a47b02524 	 478 	 0.0983 (455/4630)
697972aa7acf7931 	 478 	 0.0983 (455/4630)
SSU_1_1          	 32 	 0.0065 (30/4630)
EUKA_0_14        	 17 	 0.0037 (17/4630)
ab927f3f13b8db67 	 11 	 0.0024 (11/4630)
nSSU             	 8 	 0.0017 (8/4630)
SSU_0_0          	 7 	 0.0015 (7/4630)
DIAZ             	 5 	 0.0011 (5/4630)
DIV4             	 4 	 0.0009 (4/4630)
CV_0_0           	 3 	 0.0006 (3/4630)
23S_0_0          	 3 	 0.0006 (3/4630)
EUK15_0_0        	 1 	 0.0002 (1/4630)
EUKA_0_6         	 1 	 0.0002 (1/4630)
