Primer		Frequency	Coverage (wrt taxa with accs)
35050c2634d666c7 	 145 	 0.6093 (131/215)
d2ed743e6e35227d 	 145 	 0.6093 (131/215)
709769ac795ff287 	 145 	 0.6093 (131/215)
b08d45a4009f5bce 	 145 	 0.6093 (131/215)
382a6c2b73e9f8ac 	 145 	 0.6093 (131/215)
39745e940895b9e6 	 145 	 0.6093 (131/215)
6fe81419dcd2b779 	 145 	 0.6093 (131/215)
38d2f61cab8041ad 	 145 	 0.6093 (131/215)
b648764b53546e0b 	 145 	 0.6093 (131/215)
2b93165c9f7ecd03 	 145 	 0.6093 (131/215)
8126a1ddf87b217e 	 145 	 0.6093 (131/215)
b977f0e48c943847 	 145 	 0.6093 (131/215)
bd0cdad9d7694e4e 	 145 	 0.6093 (131/215)
61e9a893adb27196 	 145 	 0.6093 (131/215)
f7306ad82be726bc 	 145 	 0.6093 (131/215)
296505e2bf1117f  	 145 	 0.6093 (131/215)
b0d584e6b09d6df2 	 145 	 0.6093 (131/215)
d6f8dbfd420a0f52 	 145 	 0.6093 (131/215)
5e376eb0be1afcd5 	 145 	 0.6093 (131/215)
999b1d376888c0cc 	 145 	 0.6093 (131/215)
ae8e9c061e9505ac 	 145 	 0.6093 (131/215)
781bb711309d829  	 145 	 0.6093 (131/215)
e241186ea50a2baa 	 145 	 0.6093 (131/215)
983a0b056e5cfab8 	 145 	 0.6093 (131/215)
3ebba70b22c97209 	 145 	 0.6093 (131/215)
5467baa11f2556b2 	 145 	 0.6093 (131/215)
d0e8b398d7c42613 	 145 	 0.6093 (131/215)
92e5e6551ce4464c 	 145 	 0.6093 (131/215)
50f1355e710767b3 	 145 	 0.6093 (131/215)
4a0deee079205c47 	 145 	 0.6093 (131/215)
16c3326ef718db1a 	 145 	 0.6093 (131/215)
1687c9135ef0252d 	 145 	 0.6093 (131/215)
fc44caa1426f4db4 	 145 	 0.6093 (131/215)
b3d2c7b7c093afc1 	 145 	 0.6093 (131/215)
abb6bc903fd96c3d 	 145 	 0.6093 (131/215)
2dcea51de95aaa7d 	 145 	 0.6093 (131/215)
69feb5b613bc49a5 	 142 	 0.6186 (133/215)
efd55b8ed25d5fe9 	 142 	 0.6186 (133/215)
e0c462fb7cc0c0   	 142 	 0.6186 (133/215)
520af28343d88a5f 	 142 	 0.6186 (133/215)
83c3affccd9644f  	 141 	 0.614 (132/215)
1ebc50d50c7bc822 	 141 	 0.614 (132/215)
141b7adf1de7abd6 	 141 	 0.614 (132/215)
fcb8901444edb4b0 	 141 	 0.614 (132/215)
c43d81c401a2d10b 	 141 	 0.614 (132/215)
EUKA_0_14        	 140 	 0.614 (132/215)
EUK14            	 138 	 0.614 (132/215)
DIAZ             	 136 	 0.5953 (128/215)
SSU_1_0          	 135 	 0.5907 (127/215)
6d1b3559fb6028f  	 135 	 0.5953 (128/215)
2e6b6ff25104284a 	 131 	 0.5767 (124/215)
f4ec1b01ea22e73a 	 96 	 0.4279 (92/215)
e023f57991ebea38 	 96 	 0.4279 (92/215)
a219251faa9b0a44 	 95 	 0.4233 (91/215)
nSSU             	 47 	 0.2 (43/215)
23S_0_0          	 7 	 0.0186 (4/215)
CHLORO           	 1 	 0.0047 (1/215)
SSU_1_1          	 1 	 0.0047 (1/215)
