Primer		Frequency	Coverage (wrt taxa with accs)
b805fd5bf8167cc7 	 539 	 0.2719 (465/1710)
bab8ee7de50aeb57 	 538 	 0.2713 (464/1710)
77504f0e9c917d21 	 450 	 0.2298 (393/1710)
bbf5465731c4e152 	 449 	 0.2292 (392/1710)
24b88ba008625254 	 445 	 0.2363 (404/1710)
f738725fe1fa7e8c 	 445 	 0.2363 (404/1710)
b3548dc1849b409b 	 445 	 0.2281 (390/1710)
2010889d2d9aa59c 	 444 	 0.2357 (403/1710)
35806a1217a3e8a7 	 444 	 0.2357 (403/1710)
97c45e881abd519d 	 444 	 0.2357 (403/1710)
d2e35bf3f751dd0  	 444 	 0.2357 (403/1710)
6aba5e5a5404cf0a 	 444 	 0.2275 (389/1710)
7029c6391a712e34 	 443 	 0.2351 (402/1710)
6c6426a81b06d5b4 	 443 	 0.2351 (402/1710)
f9037f63395c1ea7 	 443 	 0.2351 (402/1710)
959e34c25890d6cb 	 443 	 0.2351 (402/1710)
cf774516e6d0a040 	 442 	 0.2345 (401/1710)
cb00d74f02009413 	 442 	 0.2345 (401/1710)
ac25b0bb4068b253 	 442 	 0.2345 (401/1710)
1e6f1852d4d54835 	 442 	 0.2345 (401/1710)
8d0a8ede8cf2241a 	 442 	 0.2345 (401/1710)
26f04e9ef957303b 	 442 	 0.2345 (401/1710)
16e3ad2e6941304  	 442 	 0.2345 (401/1710)
a4bdc9467061eb6e 	 442 	 0.2345 (401/1710)
74ceb61c900dd0b9 	 442 	 0.2345 (401/1710)
f315ab623bd03099 	 442 	 0.2345 (401/1710)
31582aba2950bdf6 	 440 	 0.2339 (400/1710)
3904c6bc5d0c2cea 	 440 	 0.2339 (400/1710)
9c8e9fef0dc24f86 	 438 	 0.2333 (399/1710)
d029c04dcbe6a530 	 438 	 0.2333 (399/1710)
17d31bc35d3a49f5 	 438 	 0.2333 (399/1710)
f4e4e081e0397d73 	 438 	 0.2333 (399/1710)
56281a81d57849d2 	 437 	 0.2327 (398/1710)
32ffcedabe01f2e8 	 437 	 0.2327 (398/1710)
8f535decbd345293 	 400 	 0.2058 (352/1710)
fc7a90c74fddecd  	 394 	 0.2 (342/1710)
8a19e9ce89eb5a8f 	 393 	 0.2053 (351/1710)
65c47d4f9c34d5bc 	 391 	 0.2047 (350/1710)
9e335f7980ad98d3 	 391 	 0.2023 (346/1710)
d312247c97c59bdb 	 386 	 0.2006 (343/1710)
6faa8563b6d83bf5 	 385 	 0.2 (342/1710)
af8f7968a5ee777e 	 367 	 0.2012 (344/1710)
f3ff6276b280e856 	 365 	 0.2012 (344/1710)
d173557518057c64 	 363 	 0.2 (342/1710)
77c4f55a6253502b 	 353 	 0.176 (301/1710)
568138b81580b8fd 	 352 	 0.1754 (300/1710)
87075867d71575b6 	 333 	 0.1643 (281/1710)
6ddc73756dac794e 	 333 	 0.1643 (281/1710)
87f5f4d634fef76a 	 320 	 0.1608 (275/1710)
bf035405c462a21  	 319 	 0.1602 (274/1710)
23S_0_0          	 114 	 0.0661 (113/1710)
EUK14            	 12 	 0.0064 (11/1710)
EUK15_0_1        	 1 	 0.0006 (1/1710)
